b'1HfXSbQDfygMCHUr1oqTvTB5QwLM2n9NXX',b'2'
b'1BnXhekkFKF13utCyB5cy4DeK5K8b86mAh',b'1'
b'1NwpceSdSGbKmLmJN4ZLeiBBoT2bpUaKDZ',b'3'
b'1DdQqHWZnz6mBYw6dRVVTkQGybuB3GkjtE',b'5'
b'18wKkhK6gFM27MvPtqPCVjksPnPfzDV4cy',b'3'
b'18DyRaRCJdRL3hAiJSYXPzZjG3cgLvgRw7',b'-157'
b'1Fh55vjPnHuynCaYr3vWV9JxEYhJvm74MP',b'-20'
b'1HPJPMUrfgFwJPnbWrWrU3exg1kmi5oeYQ',b'-44'
b'12ywr3p72pPArKAzqVGsJFM34Z6bbMdhYv',b'-2'
b'164Rb4TARunbmtcCCJBsd7VgicyYDi6wDZ',b'-10'
b'1K7fJcaGKopzn8yu6mQPybK9ykHbJWRjPE',b'1'
b'1jtjY1t5QyEa7rnAWXWwVydcZqYs1nAa3',b'7'
b'1GLzPPEJxFa6J52a287StaSds3pUuf1QSU',b'1'
b'1J5GEjCRSvmf9v2bC5zryXU6pHrVRvuEqd',b'1'
b'1Jqz89jjrD9sXjg4mUZaXXByViLEMsLyub',b'1'
b'1NdZbhNTU9ojCW65ToV6x52EAz9PJEBucv',b'-11'
b'126sk7iyVPjyVQGgdbNpWvDFc67YxJgKjL',b'2'
b'16cv6gTgN2U8DfKxAg7m4pDhChxQPvqJoK',b'1'
b'1LRpsUKw2QYH4smouzz4dih7dtv1e9b7zY',b'-10'
b'1KP9brmuSk4SbaPFxfipRJfewc1zvGo1gj',b'0'
b'17kAbXus5hP6hR6snY6r52W9PNiBu6HLZo',b'8'
b'1JZMeBdsRXJQdH7hwksstCJLww2Qs4JhDD',b'-14'
b'1JFNNEtSiU9GnAA9A1DMJnTsL9yBt7kpPZ',b'6'
b'19hLaU4hmd3kTWLscB7PtiP9aEhiMsnjEN',b'-4'
b'1E9Jp2Ez5nTwLudLs7a1ZnCBKiESqThZtd',b'3'
b'16vya1in7ZXUksxLpRnatSewxGJ9LGzeME',b'46'
b'12NaJKDbXyBbe6mAosGVtXqsjNwdHFJF6B',b'3'
b'1G7PkJ8jHgjNBZWNxU8bdrJqjHvrfzW8uW',b'1'
b'1E8ydXZKFLG6zHdcZoRjRT4m4AYgYYjyAi',b'1'
b'13xZ93HKkiJsRUAWqusHRLpE6dGsnEWzrn',b'3'
b'1DLmEnM2UL9Ji1zsWwGmcBoeywnfF1Ar8E',b'2'
b'1FeZXDcxSzdfCN1Svz8CSX5PbJDh2neaNT',b'10'
b'13ujpBcrJKaDPGVqXYF6uHx1P91LaYQMVz',b'1'
b'1BitsG13wubXrXA1mmUGC4PN5MsUD8ULVZ',b'-1'
b'12higDjoCCNXSA95xZMWUdPvXNmkAduhWv',b'2'
b'1KfucF1r3HQcrFgE1HsWTyr2NoNfW5Zh2t',b'1'
b'12Fv4kw4jqUGtvi3ZTDBYfvPsPZ1BCe5ib',b'2'
b'1EzXL7SiLPSTnhsv2C8s118DMceFadjoxk',b'-2'
b'1MyWssMFfXRRjVrMBZ4VZcuWPFTYNhnGjx',b'3'
b'1K6rcPwyTi4qXjbM63zQs81h35yfs4mFxk',b'5'
b'1Mht7sLBh3t1XbMP3aZzYQCynJumABuCPT',b'7'
b'1D161r3DGRePQy97sGQaN6mtbWEjz5KG42',b'27'
b'1Hcgxcsdu6gPUJzmpNeVdt8d7NxdbMQUz6',b'-10'
b'1NeWArjoPgAXeZxXo9U699mqgqQ6sLdYFB',b'1'
b'1F6japiupoWYdaf3CFbHQggX5C1gaTgjoT',b'7'
b'1KqgnKNWKSHJLg6ncvS7PC58c1pBGVUxDn',b'19'
b'1sharpSrMinBN9bdp6StxNqh3ggEyRbYh',b'30'
b'16LyYPyPn8FtoetQk9RnzUQM4AEuE5KNZ8',b'4'
b'1LzWUfYAspmxMhSvYpM14TvihF25Mniyw3',b'4'
b'1AniHcBGniKv5exXybwnMmanSGNyVYesiu',b'13'
b'1Grqcp4cnaeZxcsVGaHfBDuso5SwnCKdgX',b'1'
b'1At82WWbtqpSjCNro2KQDmTW7JtrBbWpz8',b'-8'
b'14huaiQ42SX6LCqRZCY8t1YVWDrnDctuS2',b'1'
b'1Lay2HKvXM6MtLab2GvwmDs9KfoshkP4A6',b'1'
b'17Xsz7GNzq2cxqvyTXWJ1svmbyTJqQAZUD',b'4'
b'1AQBG2A8qyu5fisZa5cHqBKYZTEvfHVD9Z',b'13'
b'19muEP8JrPRSVbF1gzCtznttyASB9BxN4G',b'1'
b'1BoQ4jiMLR2JFQb3EYvpqtp63vSqD6xXkh',b'1'
b'1DrL3o6ZMAGttc96SPxqTo2yooq52P62kf',b'50'
b'1M75XfLuQRHnYqcnxXHhMBG6z673tSeCH1',b'1'
b'1KuC9Ep7SYgJCBUhd5B67bwWiUeqAXw3SP',b'14'
b'1GoodBTCiGyd1J1LkDhCThfTHG8n9WJnNn',b'-60'
b'13496tTyjR7m2qpM7fFydvV273UxWJzbii',b'1'
b'1NAVDzSYPLDGsU6BzstDeYQbeuUGuB3URT',b'2'
b'17JwR3RJf544DpAE5neHFFs14cTadXBg82',b'2'
b'1CDAWwBQhs7BeWEkcaL9cnuUzTaqMsUZm5',b'17'
b'17c3LLoNy7z36PjhYkuX399pemJwGi8PhX',b'1'
b'1HbfBBE16zj7KQoyEAQi7tniCTPdHL6CgP',b'7'
b'1NUa2hqZUiEErBR3r2xATYiiWFnJh2RZ7k',b'-130'
b'13N4WGTfLa2VS4C6Zt9M7z1VbPpVtu2xYY',b'1'
b'1P1wACdKASqhLNJW7dyXyu4V3i6QkrCHAh',b'-166'
b'1F9vgUY7eDHrasJszGAKEMSrWjDsTdHCbP',b'-3'
b'1E9ZytovECwDvsECEdrLwgtbeLtY2NUchx',b'20'
b'1J3uL9QQFZoXGqPSc3JKuho7xuSGhEJ1bJ',b'1'
b'1FhTfHZ9Jm1fsjySM2pAVNvUWisYdsCraz',b'3'
b'1CUW4NNZXN2W9DwYp4t2Ft4RTU2CTxD23N',b'1'
b'16vxqFzQqkzGvAFbGYttXdDsSDEe5uQfaA',b'7'
b'1PKyq6aMKcCwn8cmb9Jc5SkNydLsQb5n7K',b'1'
b'125hZgEw6MuuyyeMVgRJRVcpiog1NiSruq',b'13'
b'1K337nGVbauy929uwU9PLAtUTinqanrm7S',b'61'
b'12SCFBKVPMLQ1uXfki2AFizqgzR7QhKNPi',b'-9'
b'1assBEfKxpuhv3HdYfQwf9h2TR43DwVke',b'-27'
b'1ACHmR5iXNQsTVrCMGFg8ChQLDYCR9PAFw',b'1'
b'1KxvRz354fvvS5eezr6Cv9t98P652rha56',b'1'
b'14wJzuS9xTZUCLWLQs5kpHsKqZtoyGdnPE',b'5'
b'1985vAULpn9X6gUrUavUePGhLohUeSwmiF',b'1'
b'1L96Q8YGJdAyrZbKvyXTuJ5PCQW7avRNmq',b'-10'
b'183kqfGCFmUwNyV3UuTye62NbuKyLB5EWp',b'1'
b'1CzyTCWqku4RNdvKbnWpQJBZBRttvbWyuS',b'2'
b'1LathanphzzE6v3nrWf8DMt4nCdKosPcbA',b'1'
b'15Nw383QHazR8TtSj2wFvLTLFiCMBpqWXE',b'-9'
b'1LqFwYokgzFQAKUTQBsLsHU4fLaWWNy67T',b'15'
b'1GwtXfc2QkhM56wSVRGUEjieKENemt8CxN',b'-3'
b'18V6KLq8JWpJfXN4uLG78vmsQvp6am8AQK',b'-9'
b'1MJqy1QipXAvEXKXwDhKcPdfjWZ3KZL3RT',b'-10'
b'1LRAWfDAa1sCckz5AhvyABVHJpMuuBddez',b'1'
b'18Em4kWyuVYdsMoG1wyadWG3Ud65eTKb31',b'2'
b'1FK2uWj9Jusr1vKgPbmd7AHtP5d71zkCV2',b'2'
b'1LPM2wHBVpUjmfRKgobD74nAPNH7yihFNo',b'3'
b'1Lw8cCwcoiJfwZczA2oXC4crm9fA5e7cXq',b'2'
b'13YfjysKC2qp2TcYhpQjhkaChxNWVBTAFc',b'15'
b'1EpAGK3DXD57b8JbPpnenusKHzh32RZ282',b'2'
b'1BQdsBr8uPhJA2y7EkNjSBMmffjcf1RHcW',b'1'
b'13wVooBUHBEofj74TQ5EaeoESoREG6cxPQ',b'10'
b'19FWJJMsqpzzWibnDurNsd6rAcE5qMULFL',b'-46'
b'1E7BNJSV5gvgn7tay2GZ6FeHF8poo5dhPK',b'-9'
b'1PDgYpsH6Ga4QSwvtkuAQNUAN5vxAHsp4t',b'1'
b'1LWq2zrDPUsRcwrMibED2tYfBg3TvRkech',b'8'
b'1BBQQM1HAW2Vo9t8gtRSQk6hen6zqC79FL',b'-10'
b'19B9djCXosH62AhC73x7GpyJjTbY79tVG6',b'-4'
b'1Dy9MEhH71RqATQMckAhMonk2c5vFu13Bo',b'3'
b'1J4sUHjzDJv544SEFVWq17hmGM2E4B2EiX',b'26'
b'1NCvn94TMUGye5cyBKHr9EDp4wu3H5VueF',b'1'
b'1QDGgFS7qHk7WVrNqTiqwZDx5d4j629fv7',b'7'
b'1AjhijUdBVVvWBhzdLt2CV65rxjxj1y6Jq',b'1'
b'15RK6UXmqqptqSD9rX1e4NkJymYRgXCna4',b'1'
b'1C2wcWxmj885PoNfeHz14ibfBGXyZjrbvw',b'19'
b'12q9WS1pznE5URBGuvkHUCRQD1HFz4V3d2',b'4'
b'16NnAWR1pwZki1yHKzSadttppuD9RG82E3',b'1'
b'14Aw9nqjJxaWyojmViwgKzuBbjumPL6wXY',b'6'
b'1BeHXTSeSa6X4azSfV6Pjbt9MMaUGT1Rai',b'12'
b'1FtJ7iF9zYCks6WJiguoCTvF9HzPavUvgc',b'-124'
b'129KVVJBZwJkXUgWE4DKbiEPq9Nq8yPzYF',b'-10'
b'12EJJ3oku6tr1MeqGRYFpyHDH1hdia59uX',b'5'
b'14JqL6tYzSGYWhtc1W9CzckpC3wBnkiSQA',b'1'
b'1MfJpyFiBM4T7wPhvNJRr6cGqRoXnf66KT',b'5'
b'1NBukVMXoiFsCVKv9nSvNqh4G6orwAn8iu',b'1'
b'1HaUPkxS1FAgVQq3bB4tkoLJgN31mSMo2r',b'1'
b'1NyLHRWRkCDZWAytEWG5ACQXqWZZrVXGYa',b'3'
b'1D4JceYPrrDeHA9gZQP4DZY5FbKxiankkp',b'2'
b'16GBjoZgpnJQxS1B6WHVc9sctr1jFo3xJP',b'-33'
b'1KTygkYKcoqxJSc3QYSbYyfovg79BQXBxq',b'-2'
b'1DE7oRjMUkUobt1uw5GCs2CwznySz9gFEt',b'7'
b'1AcwL9XFvMXJ6QQN6FYwTn4ZbqcEuGr3v5',b'1'
b'1GUruvanCg4gS62XCeD9VbCzJhT1cyn2a3',b'1'
b'1EvLWwTQUs7ncDd28xw2h6WGotyajcBLGp',b'-12'
b'1LfPwdDVccupB8VJquXn3BZaKMMUYiNBvV',b'1'
b'1Bkkffo5wkWrT8yWJrXZW3zNnhbtM1onwi',b'8'
b'1GrbF2abzHBVhAa8KCpSR5syuqQ2b1J8dS',b'3'
b'1HGZrTEdSadoBzbHxM2BfGf4XghKye6ysd',b'-1'
b'1KUqcQkesGsoWPCPHvUTYFPKMC4CFKW79T',b'1'
b'14gf6PiXB4MzHrDaHVRMDJJ8mcnAdVsdS9',b'32'
b'15Qie8kvJ65z1Np8ZRHj6qLRWEHxhQrXtP',b'4'
b'1NzTB5kHqrqK5QB4z6HvWQiBz57kphdYp4',b'1'
b'19De1td1DdzMBju2LmcjVefWPGke2cbis6',b'2'
b'1KujLGj8XhsEShYEx1mLcC8HuEQX4vzR4N',b'3'
b'1MiaKvvzhuCrbWJ2iXA9RceZfRpNDjwJTk',b'1'
b'1Doog7asLrYah3yeUppBVj8nUYnFkmXm2N',b'1'
b'1PsWmYy3M6aTtqAi4b2WbhK162EN5XJiAu',b'1'
b'1AgeisUFv9NJ3AGGq7VPJWymGfFpCHDhCw',b'4'
b'1FMbUJ3pHEMMtyPsquQA29BTVkzHAML9jL',b'3'
b'15WmQsD3dKtEkzj1umQq3apUXoQgjzRxwR',b'1'
b'1Ak7NiDGbeQbFHzx6LDuQzUb26imR8eTy8',b'2'
b'1JTAYdbQnYVabWuTA9d9qLjo1jYMDjhEUo',b'3'
b'1QJ7o42zoXgDXkkFXpyvynfmAyg3mvQjyB',b'1'
b'17LJBc9696hjbF29BFXS4wRDzaMecYnZUR',b'2'
b'16CreYwnUyTDbWtCEkboAJKmLkY3YopMWs',b'2'
b'1DBYLNcXFGLdQPu4z5tDaxWAe6KASf5Qwc',b'2'
b'1smrshWw3VELiPYAcebWfLGHp3vPWQm7N',b'1'
b'1D9CMtvVAyrCXiJacse5P72AzFnvipCzjr',b'2'
b'1JpPJMGTqwf2xYAJGcauernXP66BkAitzN',b'2'
b'1Lh68DT8tzvk2Pq3yTgEPRCg82XijAm6GV',b'-2'
b'12hJxhv54xM51FxRySy1x9r7cxwyGW2RpW',b'2'
b'1Q4hwHEePamcHzYCtWG7MgDfXL8hxf8Fw5',b'4'
b'1CMDDhAgpmwXKB8RcgJHfeUPtHdGbQE4iA',b'3'
b'1PSXHHPq61x5tiyxruJrpf9axcMHJCfT6d',b'9'
b'1Nx2j8yg41SDZYFVR7Co6QtBhXrCFLrK4h',b'10'
b'1GtDTHXTgd296gku8aE4Loo59UtQXZmibk',b'-28'
b'1J96JXdfY3CYKeqiDASgnaKjLqumfqfSdG',b'1'
b'14yt5LHQEgNxAN1aFrf7UVvX8fuK1gcSJZ',b'100'
b'1DfZB32qiXqmTpGC25psyFQcf3d5auQFpA',b'8'
b'1CBNDEiSyTyQZRxvdeYZ5Dpnb6Xm2CXpM',b'1'
b'18nWH5Lc4k7mXCwsofYXtHFowzWpL985wp',b'1'
b'12BmMohGkvpNT2kbEAxiDkwBBzWCMfUxoR',b'3'
b'1JwSrMEbbYmaMumoKH5qSeSReDLsgcN1qi',b'1'
b'1BkkBzuPZGDwt7CTHtzWeB7CpPHbdCawKc',b'0'
b'1GZNa9qVhT3R9L6AcZqWMwAC6RJ3kXUfRE',b'-9'
b'1Lu4TrTCNaUgnhb8vgvspNZXZDR1wAZDpZ',b'3'
b'1HKtg82sWE8CGVCGGQzMudTLxy4WRcW2PE',b'5'
b'1KTZ2DJYXhgNN7axSHMDWXtouxswRJBXeF',b'1'
b'18JP8n2bzJhNXqiQvrS5h28mgEuGDaTn51',b'2'
b'1Ki3Q5XEBRe3KSAxpAGYBKYmQpJoZ6tXfK',b'5'
b'1KxMFK1kPqp1U4FjW4joBtucmKCuV3kHDR',b'3'
b'1CaLuMoNWDiJeXg9zwBNJify7mLvQfaQC7',b'10'
b'1BRvLPciPyRoHarstGR5YhJVjdT8MJ8Gmv',b'1'
b'1srymhKCekT4jJZJavenBfooRYWPmv15X',b'2'
b'1FwQNDb1xUUxKG73fpRqq4HY1o9BmeCuhq',b'1'
b'14iayJSqd8h7F38y2feGwvFuYkbBkypJGt',b'3'
b'1PE9BKoFykyoKv2wstEXKKxNcC1Dguev38',b'1'
b'1EjuJ8DxGC6t1M1bq98WVL9PQi72XYoT1',b'-3'
b'1UmPYfRaEBTQuYwVgc3h5oiDLBnYiAr3L',b'1'
b'1DYRGVPgCvsTZFYvkFLuBnpxTsxrtzmNHj',b'-50'
b'1GvjspiMWHwTsv2Rk2xUdK7iPH7Kyz68k7',b'10'
b'14muaXxTk13xHuT7m6BgCX6xpnab8nNteF',b'2'
b'12J4MuVGefQdncUy3LkxcpXaTwQEAwQskc',b'1'
b'1EPiSKiNG139bzcwTm8rxMFNfFFdanLW5K',b'4'
b'1CBphSdoP2gixtjNs39VypY32LZnEW3BpF',b'1'
b'1BLNR2Q2Jfc6cgFcgpdyqeA3APkTvMXV5',b'39'
b'1ZnortsoStC1zSTXbW6CUtkvqew8czMMG',b'-7'
b'12mbFFeQGFbZdJHTMVgiMFN78nuzNTZUgT',b'-146'
b'1F2aN4PnXQnTzf6C24TVeipAP3mE32jBNV',b'1'
b'1FFF41TiEtELnYjWXGU35tEDfDrSKC6ZC2',b'2'
b'1CyfThu1GkAJdJfAhUhvfKbLa5y6fZf36i',b'2'
b'14s3JgnnqPDAJrBVSbXco1ZeEJwHmsG4Cf',b'8'
b'1KxtFTWq8w7x7wDanYYCTFyww83ok5UYiL',b'3'
b'1p5BaeB99WEvZvNVf4zs7PXWzBWPoP9wL',b'1'
b'1PJn4Syv6AMPhjyM1wVAbP82UHphAZ3S7U',b'2'
b'1BfPurMtZoeCKAV8rSC2zQvxqz9dn7KhrC',b'2'
b'1KsDx7bXRJ892dL5XYdWXiPdwYgKcbjBsq',b'1'
b'18yotw4qdEUscELgrypFqcoSFi9Ek8jbG4',b'1'
b'1AZrX24kjtDhmnTTGSwa58dj4Fbzph8zg4',b'-4'
b'1D2MgbWrLFqKY76Qd7J5tChbYYfEswwJ36',b'1'
b'18QttKpw6pZJoRaXsMxyf9SxPM8HcAEiDe',b'9'
b'1LBqAw2ubGKxBrYeqeLoaxqpF5ktX1ccN9',b'4'
b'16Y6opxPajy29ARrdTAY1MqYAkMnyvbHF6',b'1'
b'1Bitotco4xoVA8aYL1Y97V1QE94nf9FsTZ',b'11'
b'1AaJ9YkhQurewajQHPnfZMbAwTqgsDqbRh',b'1'
b'14jn7UtiQDC6GXu75sWh7HLhijRmCZV36A',b'10'
b'1A6E7wK7GWmowK5cSzxoc3bWwjtyfuAPFQ',b'20'
b'1Ub6NSk9Vop9nfBtc6QiiVrGAzm8orKqo',b'-15'
b'1MNRcLHW7sgPMLJMkcY5YHLMyFPRG7zkx4',b'25'
b'1QALc4preeWNzQkgWMZdzUhMbhjXNGC51K',b'2'
b'15zyu6SQnZVGc6Rtf4Tgn9udR6A75CDyZM',b'1'
b'1Ce9PkhNjSn61WsfMQo7BzKNoAnEKz6Xrs',b'1'
b'1y6Vbou7EEyJcLuoDiqpSVeWx5nQ372Ss',b'1'
b'1DVmqiahSWYjx1cHfWwEYsQbRAJXSgqMzL',b'1'
b'13v8hur858wjwsd2Z9cGxpsGyx3ynQf7S8',b'4'
b'1P4MyV8u9ZQCG6ggccgcrnr4BVCTgeKRs',b'1'
b'12345Vypv2QSmuRXcciT5oEB27mPbWGeva',b'-10'
b'1EXru3goYrQMi8UsvuBvzyjH3VqyNCuPUQ',b'1'
b'1TwmzX1wBxNF2qtAJRhdKmi2WyLZ5VHRs',b'3'
b'13hsvWsnVicc3rH15AYz5VVfND9KqGFmUq',b'-156'
b'1DvPqBtvGpUuBZcczQxojtk3TKpiAPuRNa',b'12'
b'1CFJjde6kE621xeXMoCUBRUapgpbNVRmbR',b'1'
b'1EbTDgN4ENcwTUiqkyy1Dvxh3cgG7ZiWLc',b'-169'
b'1FofjmdQAwm1HMmZPakZgDVEnygNkg2iE1',b'2'
b'1HHrnHnVTKpNrw4eRX2a3Vc5JA9DMiUh2w',b'8'
b'1BESccbMmepeB1frDjk62fzMzYffCVDshL',b'4'
b'1LWBBdnZt8rywX1HDjLJGc1uioB9ZNazJC',b'64'
b'1EW5Uc1h1nCVPqq7Y887foRVLDBREyjEh3',b'-9'
b'1JsESpmHiTsFLwZ672UT7CTvDmXo42dzpD',b'6'
b'1CcRyyKviMxntN3E3QQ9sdBgAJDvGsvDoW',b'1'
b'1H5H6R9NtMwthf83j8CXcBPKt7obeNqFzr',b'1'
b'1Hmn1kiccbWHQwiQiK2Z31jDoKVhMFuYEs',b'30'
b'1MBFSDoKT8cTCWpcp1C1f9MdSNEz8caZJV',b'-10'
b'184PSpnS5uEwGWwLrz3m953r6C15VMm9Xh',b'2'
b'1DiThiTXZpNmmoGF2dTfSku3EWGsWHCjwt',b'1'
b'1GY2Mb82KrzaqZYV7QwgJRbExqEA9iFqMw',b'2'
b'1HU5ZLVxGoe76x7bL7QV1zEcpJrKMuekoT',b'-2'
b'17G4FEccujiwUdid1FGwyXkhagqx9Z23vN',b'1'
b'1HXX8VW7bnzLjcaGUj5w2oSVFKnTCY89pE',b'1'
b'1NeBN92jzwa4eCoNtrdg3XMYUZVn83Mwmu',b'1'
b'1MisakifjKcG2KWKgY4XES1bkAxdU4ozSE',b'3'
b'16TupbPvWiLbSX1YJk2QVBpzv3haN5ekLm',b'3'
b'1JDggfs9FnQk3DC8hdNDmM52m5DfzaNAcr',b'1'
b'14LGRUGfyjx835bKrvnw69D2WfEYmp4VMo',b'1'
b'16XGUW6gR2aTmLYkkhrKkyyp598kyB3bQ',b'-9'
b'14yr6utPZr62uvxDnZ3bPnLw3rPhsLEFic',b'-10'
b'15S1kN7uAdszEi2oyabTyZKoB4fXDfPxdn',b'1'
b'1E8RhgieX7tTPMvrGo4QcMygMVeBpyFFNm',b'5'
b'1GuGVhGGANEdAhuMhuw9Uzxh99NHo6ZTVn',b'6'
b'13K4Xw6e3epQAXH1E3p2UczAHz9psRY92f',b'-10'
b'1JSw1X2xwH3oycho9aJJHSGjbrp78YkdmE',b'-10'
b'12py6bDdUtHkZqGaRgYpF6KUZmUSxkesA8',b'8'
b'1EwCbtZfkkZQV5RRQJ54iP5hnqWYCJ4bA3',b'-16'
b'1usagi8WQJvnCoyV21XSZyUHhC6MzfksW',b'1'
b'1P9CKCVjaV6DJnKnMc1Qs4u8kFSv2Vw3L5',b'181'
b'19vf5mL45DJWfMcweeHfdaSXYwCWUCmhrK',b'2'
b'1NB1KFnFqnP3WSDZQrWV3pfmph5fWRyadz',b'1'
b'1BftiYXMcX1imbDHWzoR3BCai4C27Kfs4',b'-4'
b'1nbTFZTFy8Wtbti3LhnLFZgd5YTBrXjaU',b'1'
b'1B3aUq1ShdqjSsiUsjf56XUCKPtFq3iip3',b'-19'
b'1rbUcm2DbvNvvJB6NS2RVv1yNC6tYA5FV',b'1'
b'12es7DXVDZxU1AAMRJSYLN9eHLpL7iqkgU',b'36'
b'1GVL6sPB9JnbPK8yxYz5F9s2uUN946xXwH',b'1'
b'1PdMgqTNQz31YpedQ1QF4d19USLAbPYT1W',b'1'
b'1M4FwbA9nN5seAfBYGwCRCSe2oYqkMs2Nq',b'1'
b'1DBqwcMaeVsACBFHrxDNWZFcJzJCjjSs5b',b'1'
b'1La9nfkNPhsWPbaXghL29xY2HiTmhRitvC',b'1'
b'12pEHJd12Lf7KAiqcT35XLgadmJN3zHQu9',b'2'
b'1MaRr8uhTqshmaCHpRBZQkeytQynwJwztg',b'1'
b'1MdHv4Gx2mSnfTQ7JGCVsZnqVodwrWZiL9',b'-2'
b'16G7q2zB4K1FszREKYCxuKUkhiK7YYhT1P',b'-10'
b'1HPgw3QKtyfLLtqsYZEY8uNFGDwzGg42Ji',b'1'
b'1CzMV8bNrjRss3tan7fDBV23YwJamJcs4r',b'-9'
b'164Lwehp7rEcmSyJoD2wGqvfdyVbFz9MnM',b'-10'
b'19oe7GAZcARBtSdACv2Fp79PbArEvGqBhj',b'24'
b'1NphAE4QMnRxnX7Rt1xFY1PJ5KSqXThvum',b'21'
b'1N2CS7CCEpp7srB6vJJMkhRjesX4JGh9ix',b'13'
b'16mmrVbVPV4tqf1gcSmdroQ7t5whSdYUEU',b'1'
b'1DrruSSxApL59QvRAk6jHUKgw4QWyhZ2u6',b'18'
b'1FjyKqbZfrfa9E6UhyPW2jLiZnjF5uJEJe',b'3'
b'1CDersDEvL4D4nx58K1ZHY5VwSV2vzDcoF',b'-10'
b'1BDNTD8db6HwwZEJJRWhFUae2ET6qsTn1p',b'1'
b'129XgsftkFDXeE2W9P3GoYbUrj29Fb6K6w',b'-20'
b'1JoricCBkW8C5m7QUZMwoRz9rBCM6ZSy96',b'55'
b'1PJwoBnH8XvSVNqSQJNYtMyk2bmgi2SM5f',b'1'
b'1EMmPAVDcXHq2PHNTT3edK6YPzVQf9899N',b'4'
b'1F6nWYKH4rRTcKw48GL55cBFKQjteChxVi',b'7'
b'1Ps2kMiemYtT1ZVAPV2dq21pQ8nJyjfrvm',b'1'
b'14gadEMVrLvaSPrgReNxcXKLeZt8oLy7NW',b'-20'
b'1JeQnyr5hPZbqmRXjnbGG5uvqQcNdwso34',b'1'
b'18GERP5Wq7NFbKWsSF9ykNGUqqD69nZbCb',b'9'
b'19Cx4dymnxRS9NFpgEbywNvUeFKGoJpbgD',b'3'
b'18igvwgCNE2agrotB9DjbZxn2rrGUX19xi',b'-18'
b'1LiLkci2MeR9ZF3LYJTxfCNGK7eERqG3yZ',b'15'
b'1AWqt3e8nAea5g8iL3oMcj3zoGsQnKh4pD',b'2'
b'18PKV2mKU6Knk971sxnZnmKDEJALT7jGej',b'6'
